B,U[-S]U[-C]
C,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF
C,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[
C,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
C,F]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
C,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
C,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
C,F[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
C,[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
C,-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
C,]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
C,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
C,fF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
C,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
C,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
C,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
C,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[
C,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+
C,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+F
C,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
C,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
C,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF
C,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
C,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
C,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
C,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
C,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
C,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
C,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
C,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[
C,]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
C,ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
C,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]f
C,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF
C,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
C,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
C,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
C,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
C,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
C,fF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
C,F[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
C,[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
C,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
C,F]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
C,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
C,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[
C,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
C,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+
C,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+F
C,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
C,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
C,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
C,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
C,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
C,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
C,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
C,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
C,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
C,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
C,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
C,F]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
C,]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
C,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF
C,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[
C,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
C,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
C,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
C,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
C,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
C,fF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
C,F[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
C,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
C,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
C,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
C,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
C,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
C,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+
C,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+F
C,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
C,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
C,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
C,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
C,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
C,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
C,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
C,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
C,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
C,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
C,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
C,F]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
C,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[
C,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
C,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
C,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
C,fF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
C,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
C,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
C,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
C,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
C,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
C,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
C,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+F
C,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
C,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
C,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
C,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
C,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
C,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
C,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
C,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
C,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
C,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
C,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
C,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
C,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
C,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
C,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
C,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
C,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
C,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
C,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
C,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
C,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
C,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
C,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
C,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
C,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
C,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
C,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
C,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
C,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
C,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
C,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
C,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
C,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
C,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
C,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
C,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
C,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
C,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
C,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
C,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
C,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
C,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
C,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
C,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
C,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
C,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
C,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
C,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
C,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
C,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
C,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
C,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
C,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
C,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
C,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
C,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
C,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
C,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
C,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
C,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
C,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
C,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
C,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
C,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
C,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
C,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
C,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
C,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
C,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
C,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
C,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
C,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
C,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
C,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
C,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
C,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
C,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
C,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
C,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
C,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
C,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
C,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
C,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
C,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
C,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
C,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
C,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
C,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
C,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
C,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
C,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
C,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
C,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
C,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
C,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
C,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
C,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
C,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
C,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
C,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
C,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
C,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
C,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
C,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
C,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
C,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
C,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
C,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
C,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
C,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
C,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
C,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
C,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
C,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
C,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
C,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
C,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
C,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
C,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
C,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
C,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
C,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
C,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
C,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
C,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
C,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
C,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
C,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
C,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
C,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
C,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
